"Year","AphiaID","Species.Latin.Name","Area","Country","AMS.Catch.TLW.","BMS.Catch.TLW."
2018,151324,"Sebastes norvegicus","27_2_B_2","GL",5.849,NA
2018,105883,"Raja clavata","27_3_A_20","SE",0.0389,NA
2018,107254,"Nephrops norvegicus","27_4_A","SE",0.359,NA
2018,107254,"Nephrops norvegicus","27_4_B","SE",0.108,NA
2018,107254,"Nephrops norvegicus","27_3_A_20","SE",1181.31,0.219
2018,107254,"Nephrops norvegicus","27_3_A_21","SE",677.963,0.7135
2018,107649,"Pandalus borealis","27_4_A","SE",92.2666,NA
2018,107649,"Pandalus borealis","27_4_B","SE",2.0649,NA
2018,107649,"Pandalus borealis","27_3_A_20","SE",1173.31,0.6761
2018,107649,"Pandalus borealis","27_3_A_21","SE",5.9594,NA
2018,125909,"Ammodytes","27_3_D_25","SE",1,NA
2018,125909,"Ammodytes","27_3_D_26","SE",2,NA
2018,125909,"Ammodytes","27_4_A","SE",666.922,NA
2018,125909,"Ammodytes","27_4_B","SE",15988.6,NA
2018,126281,"Anguilla anguilla","27_3_B_23","SE",18.1529,NA
2018,126281,"Anguilla anguilla","27_3_D_24","SE",1.727,NA
2018,126281,"Anguilla anguilla","27_3_D_25","SE",72.7769,0.125
2018,126281,"Anguilla anguilla","27_3_D_27","SE",45.6784,0.11
2018,126281,"Anguilla anguilla","27_3_D_29","SE",2.629,NA
2018,126281,"Anguilla anguilla","27_3_D_30","SE",0.558,NA
2018,126281,"Anguilla anguilla","27_3_A_21","SE",0.362,NA
2018,126417,"Clupea harengus","27_2_A_2","SE",445.006,NA
2018,126417,"Clupea harengus","27_3_B_23","SE",420.838,NA
2018,126417,"Clupea harengus","27_3_D_24","SE",890.661,NA
2018,126417,"Clupea harengus","27_3_D_25","SE",12353.5,0.1
2018,126417,"Clupea harengus","27_3_D_26","SE",6172.81,NA
2018,126417,"Clupea harengus","27_3_D_27","SE",16448.7,NA
2018,126417,"Clupea harengus","27_3_D_28_2","SE",17701.4,NA
2018,126417,"Clupea harengus","27_3_D_29","SE",15838.2,NA
2018,126417,"Clupea harengus","27_3_D_30","SE",16196,27.358
2018,126417,"Clupea harengus","27_3_D_31","SE",251.02,34.5
2018,126417,"Clupea harengus","27_3_D_32","SE",207.724,NA
2018,126417,"Clupea harengus","27_4_A","SE",14442.3,NA
2018,126417,"Clupea harengus","27_4_B","SE",5417.88,NA
2018,126417,"Clupea harengus","27_3_A_20","SE",11366.4,46.329
2018,126417,"Clupea harengus","27_3_A_21","SE",5833.37,136.017
2018,126425,"Sprattus sprattus","27_3_D_24","SE",125.999,NA
2018,126425,"Sprattus sprattus","27_3_D_25","SE",6396.73,NA
2018,126425,"Sprattus sprattus","27_3_D_26","SE",9779.6,NA
2018,126425,"Sprattus sprattus","27_3_D_27","SE",6164.72,NA
2018,126425,"Sprattus sprattus","27_3_D_28_2","SE",18759,NA
2018,126425,"Sprattus sprattus","27_3_D_29","SE",7715.32,NA
2018,126425,"Sprattus sprattus","27_3_D_30","SE",65.7701,NA
2018,126425,"Sprattus sprattus","27_3_D_32","SE",126.112,NA
2018,126425,"Sprattus sprattus","27_4_B","SE",7512.05,NA
2018,126425,"Sprattus sprattus","27_3_A_20","SE",905.238,0.1
2018,126425,"Sprattus sprattus","27_3_A_21","SE",101.392,28.096
2018,126426,"Engraulis encrasicolus","27_3_A_21","SE",6.527,NA
2018,126436,"Gadus morhua","27_3_B_23","SE",397.202,0.325
2018,126436,"Gadus morhua","27_3_D_24","SE",463.656,5.6822
2018,126436,"Gadus morhua","27_3_D_25","SE",916.168,34.6016
2018,126436,"Gadus morhua","27_3_D_26","SE",887.549,12.8523
2018,126436,"Gadus morhua","27_3_D_27","SE",14.5786,0.01
2018,126436,"Gadus morhua","27_3_D_28_2","SE",2.372,0.677
2018,126436,"Gadus morhua","27_3_D_29","SE",32.4413,NA
2018,126436,"Gadus morhua","27_3_D_30","SE",0.2469,NA
2018,126436,"Gadus morhua","27_4_A","SE",60.5617,0.004
2018,126436,"Gadus morhua","27_4_B","SE",213.624,0.0059
2018,126436,"Gadus morhua","27_3_A_20","SE",668.048,2.1928
2018,126436,"Gadus morhua","27_3_A_21","SE",36.7993,0.0226
2018,126437,"Melanogrammus aeglefinus","27_3_B_23","SE",0.0292,NA
2018,126437,"Melanogrammus aeglefinus","27_3_D_24","SE",0.0269,NA
2018,126437,"Melanogrammus aeglefinus","27_4_A","SE",18.5746,NA
2018,126437,"Melanogrammus aeglefinus","27_4_B","SE",80.5197,0.456
2018,126437,"Melanogrammus aeglefinus","27_3_A_20","SE",139.516,0.2418
2018,126437,"Melanogrammus aeglefinus","27_3_A_21","SE",2.7719,0.0222
2018,126438,"Merlangius merlangus","27_3_B_23","SE",0.0313,NA
2018,126438,"Merlangius merlangus","27_3_D_24","SE",8.6064,6.702
2018,126438,"Merlangius merlangus","27_3_D_25","SE",1.5681,4.295
2018,126438,"Merlangius merlangus","27_4_A","SE",2.4947,NA
2018,126438,"Merlangius merlangus","27_4_B","SE",5.7893,NA
2018,126438,"Merlangius merlangus","27_3_A_20","SE",29.3733,0.0596
2018,126438,"Merlangius merlangus","27_3_A_21","SE",4.1326,0.0966
2018,126439,"Micromesistius poutassou","27_3_A_20","SE",33.853,NA
2018,126439,"Micromesistius poutassou","27_3_A_21","SE",0.1,NA
2018,126440,"Pollachius pollachius","27_3_B_23","SE",0.0302,NA
2018,126440,"Pollachius pollachius","27_3_D_24","SE",0.0176,NA
2018,126440,"Pollachius pollachius","27_4_A","SE",6.873,NA
2018,126440,"Pollachius pollachius","27_4_B","SE",23.483,NA
2018,126440,"Pollachius pollachius","27_3_A_20","SE",62.7087,NA
2018,126440,"Pollachius pollachius","27_3_A_21","SE",0.8196,NA
2018,126441,"Pollachius virens","27_2_A_2","SE",1.579,NA
2018,126441,"Pollachius virens","27_3_B_23","SE",0.1714,NA
2018,126441,"Pollachius virens","27_3_D_24","SE",0.1886,NA
2018,126441,"Pollachius virens","27_4_A","SE",186.426,NA
2018,126441,"Pollachius virens","27_4_B","SE",621.719,NA
2018,126441,"Pollachius virens","27_3_A_20","SE",507.748,0.1211
2018,126441,"Pollachius virens","27_3_A_21","SE",0.2837,0.003
2018,126444,"Trisopterus esmarkii","27_4_A","SE",4.221,NA
2018,126444,"Trisopterus esmarkii","27_3_A_20","SE",0.681,NA
2018,126447,"Brosme brosme","27_4_A","SE",0.9831,NA
2018,126447,"Brosme brosme","27_4_B","SE",0.4947,NA
2018,126447,"Brosme brosme","27_3_A_20","SE",0.6951,NA
2018,126459,"Molva dypterygia","27_3_A_20","SE",0.0856,NA
2018,126461,"Molva molva","27_3_B_23","SE",0.085,NA
2018,126461,"Molva molva","27_4_A","SE",14.4841,NA
2018,126461,"Molva molva","27_4_B","SE",8.0178,NA
2018,126461,"Molva molva","27_3_A_20","SE",25.4787,0.0214
2018,126461,"Molva molva","27_3_A_21","SE",0.3728,NA
2018,126484,"Merluccius merluccius","27_3_B_23","SE",0.015,NA
2018,126484,"Merluccius merluccius","27_4_A","SE",2.6236,0.006
2018,126484,"Merluccius merluccius","27_4_B","SE",5.5675,NA
2018,126484,"Merluccius merluccius","27_3_A_20","SE",77.4077,0.0923
2018,126484,"Merluccius merluccius","27_3_A_21","SE",1.2567,NA
2018,126555,"Lophius piscatorius","27_4_A","SE",12.3976,NA
2018,126555,"Lophius piscatorius","27_4_B","SE",12.4224,NA
2018,126555,"Lophius piscatorius","27_3_A_20","SE",94.8795,0.003
2018,126555,"Lophius piscatorius","27_3_A_21","SE",0.1942,NA
2018,126822,"Trachurus trachurus","27_3_A_20","SE",9.8724,NA
2018,126822,"Trachurus trachurus","27_3_A_21","SE",2.6369,NA
2018,126975,"Dicentrarchus labrax","27_3_A_20","SE",0.005,NA
2018,126975,"Dicentrarchus labrax","27_3_A_21","SE",0.0065,NA
2018,127023,"Scomber scombrus","27_2_A_2","SE",977.697,NA
2018,127023,"Scomber scombrus","27_3_B_23","SE",0.5,NA
2018,127023,"Scomber scombrus","27_3_D_24","SE",2.4473,NA
2018,127023,"Scomber scombrus","27_3_D_25","SE",0.1432,NA
2018,127023,"Scomber scombrus","27_4_A","SE",2872.2,0.002
2018,127023,"Scomber scombrus","27_4_B","SE",3.0411,NA
2018,127023,"Scomber scombrus","27_3_A_20","SE",171.133,0.456
2018,127023,"Scomber scombrus","27_3_A_21","SE",32.5474,0.174
2018,127136,"Glyptocephalus cynoglossus","27_3_B_23","SE",0.008,NA
2018,127136,"Glyptocephalus cynoglossus","27_4_A","SE",0.6995,NA
2018,127136,"Glyptocephalus cynoglossus","27_4_B","SE",0.6832,NA
2018,127136,"Glyptocephalus cynoglossus","27_3_A_20","SE",157.644,0.203
2018,127136,"Glyptocephalus cynoglossus","27_3_A_21","SE",2.3147,0.0159
2018,127139,"Limanda limanda","27_3_B_23","SE",1.3722,NA
2018,127139,"Limanda limanda","27_3_D_24","SE",0.0159,NA
2018,127139,"Limanda limanda","27_3_D_25","SE",0.061,0.05
2018,127139,"Limanda limanda","27_3_D_26","SE",0.28,NA
2018,127139,"Limanda limanda","27_3_D_27","SE",0.345,NA
2018,127139,"Limanda limanda","27_3_D_28_2","SE",0.02,NA
2018,127139,"Limanda limanda","27_3_D_29","SE",0.07,NA
2018,127139,"Limanda limanda","27_4_A","SE",0.0154,NA
2018,127139,"Limanda limanda","27_4_B","SE",0.1713,NA
2018,127139,"Limanda limanda","27_3_A_20","SE",0.804,NA
2018,127139,"Limanda limanda","27_3_A_21","SE",1.3625,0.031
2018,127140,"Microstomus kitt","27_3_B_23","SE",0.0731,NA
2018,127140,"Microstomus kitt","27_4_A","SE",0.5752,NA
2018,127140,"Microstomus kitt","27_4_B","SE",2.6905,NA
2018,127140,"Microstomus kitt","27_3_A_20","SE",4.5748,NA
2018,127140,"Microstomus kitt","27_3_A_21","SE",1.4616,0.0016
2018,127141,"Platichthys flesus","27_3_B_23","SE",14.2595,0.015
2018,127141,"Platichthys flesus","27_3_C_22","SE",0.015,NA
2018,127141,"Platichthys flesus","27_3_D_24","SE",5.7989,0.438
2018,127141,"Platichthys flesus","27_3_D_25","SE",37.182,56.106
2018,127141,"Platichthys flesus","27_3_D_26","SE",3.9175,NA
2018,127141,"Platichthys flesus","27_3_D_27","SE",14.2112,0.034
2018,127141,"Platichthys flesus","27_3_D_28_2","SE",15.4956,0.002
2018,127141,"Platichthys flesus","27_3_D_29","SE",0.034,NA
2018,127141,"Platichthys flesus","27_3_A_21","SE",3.1502,NA
2018,127143,"Pleuronectes platessa","27_3_B_23","SE",13.4212,NA
2018,127143,"Pleuronectes platessa","27_3_C_22","SE",0.0231,NA
2018,127143,"Pleuronectes platessa","27_3_D_24","SE",11.9502,1.23
2018,127143,"Pleuronectes platessa","27_3_D_25","SE",8.9631,1.8865
2018,127143,"Pleuronectes platessa","27_3_D_28_2","SE",0.0084,NA
2018,127143,"Pleuronectes platessa","27_4_A","SE",0.8193,NA
2018,127143,"Pleuronectes platessa","27_4_B","SE",1.8086,NA
2018,127143,"Pleuronectes platessa","27_3_A_20","SE",78.4701,0.7598
2018,127143,"Pleuronectes platessa","27_3_A_21","SE",51.297,0.1098
2018,127144,"Reinhardtius hippoglossoides","27_3_A_20","SE",0.0103,NA
2018,127150,"Scophthalmus rhombus","27_3_B_23","SE",0.7137,NA
2018,127150,"Scophthalmus rhombus","27_3_D_24","SE",0.035,NA
2018,127150,"Scophthalmus rhombus","27_4_B","SE",0.0044,NA
2018,127150,"Scophthalmus rhombus","27_3_A_20","SE",3.9258,0.0027
2018,127150,"Scophthalmus rhombus","27_3_A_21","SE",13.4881,0.0239
2018,127149,"Scophthalmus maximus","27_3_B_23","SE",1.0612,NA
2018,127149,"Scophthalmus maximus","27_3_C_22","SE",0.0087,NA
2018,127149,"Scophthalmus maximus","27_3_D_24","SE",14.2035,NA
2018,127149,"Scophthalmus maximus","27_3_D_25","SE",11.2273,0.0055
2018,127149,"Scophthalmus maximus","27_3_D_27","SE",0.9446,0.008
2018,127149,"Scophthalmus maximus","27_3_D_28_2","SE",1.6529,0.005
2018,127149,"Scophthalmus maximus","27_4_A","SE",0.2071,NA
2018,127149,"Scophthalmus maximus","27_4_B","SE",0.7678,NA
2018,127149,"Scophthalmus maximus","27_3_A_20","SE",1.3687,0.0043
2018,127149,"Scophthalmus maximus","27_3_A_21","SE",8.6729,0.0088
2018,127160,"Solea solea","27_3_B_23","SE",1.5623,NA
2018,127160,"Solea solea","27_3_D_24","SE",0.0322,NA
2018,127160,"Solea solea","27_3_A_20","SE",1.2866,NA
2018,127160,"Solea solea","27_3_A_21","SE",13.1392,0.0031
2018,127186,"Salmo salar","27_3_B_23","SE",0.0124,NA
2018,127186,"Salmo salar","27_3_D_24","SE",0.0033,NA
2018,127186,"Salmo salar","27_3_D_25","SE",1.5275,NA
2018,127186,"Salmo salar","27_3_D_30","SE",40.8303,NA
2018,127186,"Salmo salar","27_3_D_31","SE",149.76,1.5969
2018,127187,"Salmo trutta","27_3_B_23","SE",0.2103,NA
2018,127187,"Salmo trutta","27_3_D_24","SE",0.018,NA
2018,127187,"Salmo trutta","27_3_D_25","SE",0.6631,NA
2018,127187,"Salmo trutta","27_3_D_27","SE",1.5358,NA
2018,127187,"Salmo trutta","27_3_D_28_2","SE",0.0763,NA
2018,127187,"Salmo trutta","27_3_D_29","SE",0.002,NA
2018,127187,"Salmo trutta","27_3_D_30","SE",6.8539,0.005
2018,127187,"Salmo trutta","27_3_D_31","SE",1.9755,0.001
2018,127187,"Salmo trutta","27_3_A_21","SE",0.059,NA
2018,150637,"Eutrigla gurnardus","27_3_B_23","SE",0.008,NA
2018,150637,"Eutrigla gurnardus","27_4_A","SE",0.179,NA
2018,150637,"Eutrigla gurnardus","27_4_B","SE",16.256,NA
2018,150637,"Eutrigla gurnardus","27_3_A_20","SE",1.5292,NA
2018,150637,"Eutrigla gurnardus","27_3_A_21","SE",1.4101,0.005
2018,126175,"Sebastes","27_4_A","SE",0.0526,NA
2018,126175,"Sebastes","27_3_A_20","SE",0.1126,NA
2018,107649,"Pandalus borealis","27_1_A","LV",8.858,NA
2018,126281,"Anguilla anguilla","27_3_D_26","LV",0.018,NA
2018,126281,"Anguilla anguilla","27_3_D_28_1","LV",0.1428,NA
2018,126281,"Anguilla anguilla","27_3_D_28_2","LV",0.042,NA
2018,126417,"Clupea harengus","27_3_D_25","LV",315.823,NA
2018,126417,"Clupea harengus","27_3_D_26","LV",1244.28,NA
2018,126417,"Clupea harengus","27_3_D_28_1","LV",16896.2,NA
2018,126417,"Clupea harengus","27_3_D_28_2","LV",8423.35,NA
2018,126425,"Sprattus sprattus","27_3_D_25","LV",1587.6,NA
2018,126425,"Sprattus sprattus","27_3_D_26","LV",4210.85,NA
2018,126425,"Sprattus sprattus","27_3_D_28_1","LV",2057.46,NA
2018,126425,"Sprattus sprattus","27_3_D_28_2","LV",29244.4,NA
2018,126436,"Gadus morhua","27_2_B_2","LV",1054.24,NA
2018,126436,"Gadus morhua","27_3_D_25","LV",166.312,2.403
2018,126436,"Gadus morhua","27_3_D_26","LV",1042.76,9.32
2018,126436,"Gadus morhua","27_3_D_28_2","LV",26.3322,3.818
2018,126437,"Melanogrammus aeglefinus","27_2_B_2","LV",26.691,NA
2018,127141,"Platichthys flesus","27_3_D_25","LV",118.845,NA
2018,127141,"Platichthys flesus","27_3_D_26","LV",170.946,NA
2018,127141,"Platichthys flesus","27_3_D_28_1","LV",196.646,NA
2018,127141,"Platichthys flesus","27_3_D_28_2","LV",821.378,NA
2018,127143,"Pleuronectes platessa","27_3_D_25","LV",0.001,NA
2018,127143,"Pleuronectes platessa","27_3_D_26","LV",0.06,NA
2018,127144,"Reinhardtius hippoglossoides","27_2_B_2","LV",3.783,NA
2018,127149,"Scophthalmus maximus","27_3_D_26","LV",1.13,NA
2018,127149,"Scophthalmus maximus","27_3_D_28_1","LV",0.0015,NA
2018,127149,"Scophthalmus maximus","27_3_D_28_2","LV",5.27,NA
2018,127186,"Salmo salar","27_3_D_26","LV",1.8254,NA
2018,127186,"Salmo salar","27_3_D_28_1","LV",2.2295,NA
2018,127186,"Salmo salar","27_3_D_28_2","LV",2.5185,NA
2018,127187,"Salmo trutta","27_3_D_26","LV",0.163,NA
2018,127187,"Salmo trutta","27_3_D_28_1","LV",5.1317,NA
2018,127187,"Salmo trutta","27_3_D_28_2","LV",3.0238,NA
2018,127254,"Sebastes mentella","27_14_B_1","LV",440.776,NA
2018,127254,"Sebastes mentella","27_2_A_1","LV",875.865,NA
2018,105814,"Scyliorhinus canicula","27_7_E","GG",1.9605,NA
2018,105891,"Raja undulata","27_7_E","GG",1.0382,NA
2018,126440,"Pollachius pollachius","27_7_E","GG",0.0918,NA
2018,126975,"Dicentrarchus labrax","27_7_E","GG",0.0355,NA
2018,126986,"Mullus surmuletus","27_7_E","GG",0.0384,NA
2018,127143,"Pleuronectes platessa","27_7_E","GG",0.0189,NA
2018,127150,"Scophthalmus rhombus","27_7_E","GG",0.6689,NA
2018,127149,"Scophthalmus maximus","27_7_E","GG",0.1474,NA
2018,127160,"Solea solea","27_7_E","GG",0.1692,NA
2018,127259,"Chelidonichthys cuculus","27_7_E","GG",0.1328,NA
2018,367297,"Raja brachyura","27_7_E","GG",40.1694,NA
2018,125493,"Lophiidae","27_7_E","GG",0.0468,NA
2018,105814,"Scyliorhinus canicula","27_7_A","IM",4.4,NA
2018,125909,"Ammodytes","27_7_A","IM",0.2293,NA
2018,126417,"Clupea harengus","27_7_A","IM",0.0595,NA
2018,126436,"Gadus morhua","27_7_A","IM",0.016,NA
2018,126438,"Merlangius merlangus","27_7_A","IM",0.112,NA
2018,126440,"Pollachius pollachius","27_7_A","IM",1.4719,NA
2018,126441,"Pollachius virens","27_7_A","IM",0.239,NA
2018,126555,"Lophius piscatorius","27_7_A","IM",0.0915,NA
2018,127023,"Scomber scombrus","27_7_A","IM",3.141,NA
2018,127259,"Chelidonichthys cuculus","27_7_A","IM",0.843,NA
2018,105695,"Triakidae","27_7_E","JE",4.682,NA
2018,105814,"Scyliorhinus canicula","27_7_E","JE",15.2573,NA
2018,105820,"Galeorhinus galeus","27_7_E","JE",0.3565,NA
2018,105883,"Raja clavata","27_7_E","JE",0.0775,NA
2018,105885,"Raja microocellata","27_7_E","JE",0.12,NA
2018,105887,"Raja montagui","27_7_E","JE",0.2825,NA
2018,105891,"Raja undulata","27_7_E","JE",0.9809,NA
2018,126436,"Gadus morhua","27_7_E","JE",0.0229,NA
2018,126438,"Merlangius merlangus","27_7_E","JE",2.143,NA
2018,126440,"Pollachius pollachius","27_7_E","JE",0.0246,NA
2018,126444,"Trisopterus esmarkii","27_7_E","JE",0.6375,NA
2018,126555,"Lophius piscatorius","27_7_E","JE",0.8189,NA
2018,126975,"Dicentrarchus labrax","27_7_E","JE",0.1556,NA
2018,126986,"Mullus surmuletus","27_7_E","JE",0.3286,NA
2018,127023,"Scomber scombrus","27_7_E","JE",0.3437,NA
2018,127139,"Limanda limanda","27_7_E","JE",0.0184,NA
2018,127140,"Microstomus kitt","27_7_E","JE",0.316,NA
2018,127143,"Pleuronectes platessa","27_7_E","JE",0.4604,NA
2018,127150,"Scophthalmus rhombus","27_7_E","JE",0.578,NA
2018,127149,"Scophthalmus maximus","27_7_E","JE",0.1419,NA
2018,127160,"Solea solea","27_7_E","JE",0.3102,NA
2018,127259,"Chelidonichthys cuculus","27_7_E","JE",0.1032,NA
2018,367297,"Raja brachyura","27_7_E","JE",46.199,NA
2018,105928,"Squatina squatina","27_7_A","GB",0.0236,NA
2018,105695,"Triakidae","27_4_B","GB",0.2656,NA
2018,105695,"Triakidae","27_4_C","GB",35.6449,NA
2018,105695,"Triakidae","27_7_D","GB",90.2312,NA
2018,105695,"Triakidae","27_7_E","GB",143.42,NA
2018,105695,"Triakidae","27_7_F","GB",85.4634,NA
2018,105695,"Triakidae","27_7_G","GB",9.8659,NA
2018,105695,"Triakidae","27_7_H","GB",9.7307,NA
2018,105695,"Triakidae","27_7_J","GB",0.8234,NA
2018,105695,"Triakidae","27_8_A","GB",0.0679,NA
2018,105711,"Rajidae","27_4_A","GB",4.6492,NA
2018,105711,"Rajidae","27_4_B","GB",4.0156,NA
2018,105711,"Rajidae","27_6_A","GB",6.6139,NA
2018,105711,"Rajidae","27_7_A","GB",0.1203,NA
2018,105711,"Rajidae","27_7_D","GB",0.647,NA
2018,105711,"Rajidae","27_7_E","GB",2.6032,NA
2018,105711,"Rajidae","27_7_F","GB",1.2153,NA
2018,105711,"Rajidae","27_7_G","GB",0.003,NA
2018,105801,"Prionace glauca","27_7_E","GB",0.5169,NA
2018,105801,"Prionace glauca","27_7_F","GB",2.3293,NA
2018,105801,"Prionace glauca","27_7_G","GB",2.6563,NA
2018,105801,"Prionace glauca","27_7_H","GB",0.6695,NA
2018,105801,"Prionace glauca","27_7_J","GB",0.1548,NA
2018,105801,"Prionace glauca","27_8_A","GB",0.0279,NA
2018,105814,"Scyliorhinus canicula","27_4_A","GB",123.937,NA
2018,105814,"Scyliorhinus canicula","27_4_B","GB",2.7044,NA
2018,105814,"Scyliorhinus canicula","27_4_C","GB",10.3444,NA
2018,105814,"Scyliorhinus canicula","27_6_A","GB",18.1779,NA
2018,105814,"Scyliorhinus canicula","27_7_A","GB",487.509,NA
2018,105814,"Scyliorhinus canicula","27_7_B","GB",0.078,NA
2018,105814,"Scyliorhinus canicula","27_7_D","GB",139.312,NA
2018,105814,"Scyliorhinus canicula","27_7_E","GB",874.143,NA
2018,105814,"Scyliorhinus canicula","27_7_F","GB",168.696,NA
2018,105814,"Scyliorhinus canicula","27_7_G","GB",27.8821,NA
2018,105814,"Scyliorhinus canicula","27_7_H","GB",23.2595,NA
2018,105814,"Scyliorhinus canicula","27_7_J","GB",0.5045,NA
2018,105820,"Galeorhinus galeus","27_4_C","GB",0.7561,NA
2018,105820,"Galeorhinus galeus","27_7_D","GB",2.1106,NA
2018,105820,"Galeorhinus galeus","27_7_E","GB",3.7353,NA
2018,105820,"Galeorhinus galeus","27_7_F","GB",3.3263,NA
2018,105820,"Galeorhinus galeus","27_7_G","GB",1.3658,NA
2018,105820,"Galeorhinus galeus","27_7_H","GB",0.8019,NA
2018,105820,"Galeorhinus galeus","27_7_J","GB",0.4609,NA
2018,105865,"Amblyraja radiata","27_4_A","GB",0.2783,NA
2018,105865,"Amblyraja radiata","27_4_B","GB",0.075,NA
2018,105865,"Amblyraja radiata","27_6_A","GB",0.4946,NA
2018,105865,"Amblyraja radiata","27_7_D","GB",0.0019,NA
2018,105865,"Amblyraja radiata","27_7_E","GB",0.2282,NA
2018,105865,"Amblyraja radiata","27_7_F","GB",0.0542,NA
2018,105865,"Amblyraja radiata","27_7_H","GB",0.2926,NA
2018,105869,"Dipturus batis","27_4_A","GB",0.1646,NA
2018,105869,"Dipturus batis","27_4_B","GB",0.002,NA
2018,105869,"Dipturus batis","27_5_B","GB",0.8147,NA
2018,105869,"Dipturus batis","27_6_A","GB",0.1317,NA
2018,105869,"Dipturus batis","27_7_A","GB",0.6055,NA
2018,105869,"Dipturus batis","27_7_E","GB",0.0022,NA
2018,105873,"Leucoraja circularis","27_4_A","GB",14.6141,NA
2018,105873,"Leucoraja circularis","27_6_A","GB",0.0504,NA
2018,105873,"Leucoraja circularis","27_6_B","GB",25.0575,NA
